CUE Anexo|Jardín maternal|Inicial|Primaria|Secundaria|Secundaria Técnica (INET)|Superior no Universitario|Superior No Universitario (INET)
100080810||X|||||
100080811||X|||||
100080812||X|||||
100080813||X|||||
100080900||X|||||
100080901||X|||||
100080902||X|||||
100080903||X|||||
100080904||X|||||
100080905||X|||||
100080906||X|||||
100080907||X|||||
100080908||X|||||
100080909||X|||||
100080910||X|||||
100080911||X|||||
100080912||X|||||
100080913||X|||||
100081000||X|||||
100081001||X|||||
100081002||X|||||
100081003||X|||||
100081004||X|||||
100081006||X|||||
100081008||X|||||
100081009||X|||||
100081010||X|||||
100081100||X|||||
100081101||X|||||
100081102||X|||||
100081103||X|||||
100081104||X|||||
100081105||X|||||
100081106||X|||||
100081107||X|||||
100081200||X|||||
100081201||X|||||
100081202||X|||||
100081203||X|||||
100081204||X|||||
100081300||X|||||
100081301||X|||||
100081302||X|||||
100081303||X|||||
100081304||X|||||
100081305||X|||||
100081306||X|||||
100081307||X|||||
100081309||X|||||
100081310||X|||||
100081311||X|||||
100081400||X|||||
100081401||X|||||
100081402||X|||||
100081403||X|||||
100081404||X|||||
100081405||X|||||
100081406||X|||||
100081500||X|||||
100081501||X|||||
100081502||X|||||
100081503||X|||||
100081504||X|||||
100081505||X|||||
100081506||X|||||
100081507||X|||||
100081508||X|||||
100081600||X|||||
100081601||X|||||
100081602||X|||||
100081603||X|||||
100081604||X|||||
100081605||X|||||
100081606||X|||||
100081607||X|||||
100081608||X|||||
100081609||X|||||
100081610||X|||||
100081611||X|||||
100081612||X|||||
100081613||X|||||
100081700||X|||||
100081701||X|||||
100081702||X|||||
100081703||X|||||
100081704||X|||||
100081705||X|||||
100081706||X|||||
100081707||X|||||
100081708||X|||||
100081709||X|||||
100081800||X|||||
100081801||X|||||
100081802||X|||||
100081803||X|||||
100081900||X|||||
100081901||X|||||
100081902||X|||||
100081903||X|||||
100081904||X|||||
100081905||X|||||
100081906||X|||||
100082000||X|||||
100082001||X|||||
100082002||X|||||
100082003||X|||||
100082004||X|||||
100082005||X|||||
100082100||X|||||
100082101||X|||||
100082102||X|||||
100082103||X|||||
100082104||X|||||
100082105||X|||||
100082106||X|||||
100082200||X|||||
100082201||X|||||
100082202||X|||||
100082203||X|||||
100082204||X|||||
100082205||X|||||
100082206||X|||||
100082300||X|||||
100082301||X|||||
100082302||X|||||
100082400||X|||||
100082401||X|||||
100082402||X|||||
100082403||X|||||
100082404||X|||||
100082405||X|||||
100082500||X|X|X|||
100082600||||||X|
100082700||X|X|X|||
100082800||X|X||||
100082900||||||X|
100083000||||||X|
100083200||||||X|
100083400|||X||||
100083500|||||||
100083600||||X|||
100083602||||X|||
100083700||||||X|
100083800|X|X|||||
100083900|||||||
100084000||X|X||||
100084100|||||||
100084200|||X||||
100084300||||X|||
100084301||||X|||
100084500||||X|||
100084600|||||||
100084700|||||||
100084701|||||||
100084800||||X|||
100084900||||X|||
100085000||||X|||
100085100||||X|||
100085200||||X|||
100085300|||||||
100085400||||X|||
100085500||||X|X||
100085600|||||||
100085700||||X|||
100085702||||X|||
100085703||||X|||
100085704||||X|||
100085705||||X|||
100085800||||X|||
100085900|||||||
100086000|||||||
100086100|||X||||
100086200||||||X|
100086300||||X|||
100086400||||X|||
100086500||||X|||
100086501||||X|||
100086600||||X|||
100086601||||X|||
100086700||||X|||
100086800||||X|||
100086900||||X|||
100086901||||X|||
100086902||||X|||
100086903||||X|||
100087000||||X|||
100087001||||X|||
100087100||||X|||
100087200||||X|||
100087300||||X|||
100087400||||X|||
100087500||||X|||
100087501||||X|||
100087502||||X|||
100087600||||X|||
100087601||||X|||
100087700||||X|||
100087701||||X|||
100087702||||X|||
100087703||||X|||
100087800||||X|||
100087801||||X|||
100087900||||X|||
100088000||||X|||
100088100||||X|||
100088200||||X|||
100088300||||X|||
100088301||||X|||
100088302||||X|||
100088400||||X|||
100088500||||X|||
100088600||||X|||
100088700||||X|||
100088701||||X|||
100088702||||X|||
100088703||||X|||
100088704||||X|||
100088800||||X|||
100088801||||X|||
100088802||||X|||
100088900||||X|||
100089000||||X|||
100089100||||X|||
100089200||||X|||
100089201||||X|||
100089300||||X|||
100089400||||X|||
100089401||||X|||
100089500||||X|||
100089600||||X|||
100089700||||X|||
100089800||||X|||
100089900||||||X|X
100089901||||||X|X
100089902||||||X|
100089903||||||X|
100090000|||||||
100090100||||X|||
100090301|||||||
100090302|||||||
100090303|||||||
100090304|||||||
100090305|||||||
100090306|||||||
100090400|||X||||
100090500|||X||||
100090600||||X|||
100090700||||X|||
100090800||||X|||
100090900||||X|||
100091000||||X|||
100091100||||X|||
100091200||||X|||
100091300||||X|||
100091400||||X|||
100091500||||X|||
100091600||X|X|X|||
100091700|X||||||
100091800|X||||||
109000100||X|X|X|||
220000100|X|X|||||
220000101||X|||||
220000200|||X||||
220000300||X|||||
220000400||X|X||||
220000500|||||||
220000501|||||||
220000502|||||||
220000504|||||||
220000505|||||||
220000506|||||||
220000507|||||||
220000508|||||||
220000509|||||||
220000513|||||||
220000514|||||||
220000600||||X|||
220000700|||X||||
220000800|||X||||
220000900|||X||||
220001000|||||||
220001001|||||||
220001002|||||||
220001005|||||||
220001006|||||||
220001009|||||||
220001100|||||||
220001101|||||||
220001102|||||||
220001103|||||||
220001104|||||||
220001200||X|||||
220001300||X|||||
220001400|||X||||
220001600|||||||
220001700|||X||||
220001800|||X||||
220001900||X|||||
220001901||X|||||
220002000|||||||
220002100|||||||
220002102|||||||
220002103|||||||
220002104|||||||
220002105|||||||
220002106|||||||
220002107|||||||
220002200|||X||||
220002201|||X||||
220002300||||||X|
220002400|||X||||
220002600|||X||||
220002601|||X||||
220002700||||X|||
220002900|||X||||
220002901|||X||||
220003100||X|X||||
220003200||X|X||||
220003300||X|||||
220003500||X|X||||
220003800||||X|||
220003801||||X|||
220003900|||||||
220003901|||||||
220003902|||||||
220003903|||||||
220004100||||X|||
220004200|||X||||
220004300||X|||||
220004301||X|||||
220004500|||||||
220004501|||||||
220004502|||||||
220004503|||||||
220004504|||||||
220004505|||||||
220004507|||||||
220004600||X|||||
220004700|X|X|||||
220004800|X|X|||||
220004900|||X||||
220005000||X|||||
220005100|||X||||
220005200|||X||||
220005300|||X||||
220005301|||X||||
220005400|||X||||
220005500|||X||||
220005600||X|X||||
220005700|||X||||
220005800|||||||
220005801|||||||
220005803|||||||
220005804|||||||
220005807|||||||
220005808|||||||
220005809|||||||
220005810|||||||
220005900|||X||||
220006000||||X|||
220006100||X|||||
220006200||X|X||||
220006300|||||||
220006301|||||||
220006302|||||||
220006303|||||||
220006304|||||||
220006305|||||||
220006400|||X||||
220006500|||X||||
220006700|||X||||
220006800||X|||||
220006900|||||||
220007000||X|||||
220007100||X|X||||
220007200|X|X|||||
220007400|||X||||
220007500|||||||
220007501|||||||
220007502|||||||
220007504|||||||
220007505|||||||
220007507|||||||
220007508|||||||
220007600||X|X||||
220007601|||X||||
220007700||X|||||
220007800|||||||
220007801|||||||
220007802|||||||
220007803|||||||
220007900||X|||||
220008000||X|X||||
220008001||X|X||||
220008200|||X||||
220008300|||X||||
220008400|X|X|||||
220008600||||X|||
220008800||X|X||||
220008900||X|||||
220009000|||X||||
220009200||X|||||
220009300||X|X||||
220009400|||X||||
220009500||X|X||||
220009600|||X||||
220009900|||X||||
220009901|||X||||
220009902|||X||||
220010100|||||||
220010101|||||||
220010104|||||||
220010105|||||||
220010200|||X||||
220010300||X|X||||
220010500||X|X||||
220010501|||X||||
220010503|||X||||
220010900|||X||||
220011100||X|X||||
220011200||X|X||||
220011201|||X||||
220011300||X|X||||
220011301|||X||||
220011400|||X||||
220011600|||X||||
220011800|||X||||
220012000|||X||||
220012002|||X||||
220012003|||X||||
220012100|||X||||
220012200||X|||||
220012400||X|||||
220012401||X|||||
220012500|||||||
220012502|||||||
220012504|||||||
220012506|||||||
220012507|||||||
220012508|||||||
220012600|||X||||
220012700|||X||||
220012800|||X||||
220012900|||X||||
220012901|||X||||
220013200|||||||
220013201|||||||
220013202|||||||
220013400|||X||||
220013600||X|||||
220013601||X|||||
220013700|||||||
220013701|||||||
220013800|||X||||
220014100||X|||||
220014101||X|||||
220014102||X|||||
220014200|||||||
220014202|||||||
220014203|||||||
220014204|||||||
220014206|||||||
220014300||X|||||
220014400||||||X|
220014401|||||||
220014500|||X||||
220014600|||X||||
220014700||X|||||
220014800||X|||||
220014900||X|||||
220014901||X|||||
220015000|||||||
220015001|||||||
220015002|||||||
220015005|||||||
220015006|||||||
220015007|||||||
220015008|||||||
220015010|||||||
220015011|||||||
220015100|||||||
220015101|||||||
220015300|||||||
220015303|||||||
220015304|||||||
220015306|||||||
220015309|||||||
220015310|||||||
220015314|||||||
220015317|||||||
220015319|||||||
220015400||||||X|
220015401||||||X|
220015402||||||X|
220015403||||||X|
220015404||||||X|
220015405||||||X|
220015406||||||X|
220015500|||||||
220015501|||||||
220015502|||||||
220015600||||X|X||
220015700|||X||||
220015800|||||||
220015801|||||||
220015802|||||||
220015900||X|X||||
220016000||X|X||||
220016100|||X||||
220016200|||X||||
220016300||X|X||||
220016400||X|X||||
220016500||X|X||||
220016600|||X||||
220016700||X|X||||
220016800||X|X||||
220016801|||X||||
220016900||X|X||||
220017000|||X||||
220017100|||X||||
220017101|||X||||
220017102|||X||||
220017103|||X||||
220017200|||X||||
220017300|||X||||
220017500|||X||||
220017503|||X||||
220017700|||X||||
220017800||X|X||||
220018000||X|X||||
220018002|||X||||
220018003|||X||||
220018100||X|||||
220018101||X|||||
220018200|||X||||
220018300||X|X||||
220018301||X|X||||
220018400||||X|||
220018401||||X|||
220018402||||X|||
220018403||||X|||
220018600|||X||||
220018700||X|X||||
220018800||X|X||||
220018900|||X||||
220019100||||X|||
220019200|||X||||
220019201|||X||||
220019300|||X||||
220019301|||X||||
220019500||||X|||
220019600||X|X||||
220019700||X|||||
220019800||X|X||||
220019900|||||||
220020000|||||||
220020100|||X||||
220020101|||X||||
220020102|||X||||
220020200|||X||||
220020300||X|X||||
220020301|||X||||
220020303|||X||||
220020400||X|||||
220020401||X|||||
220020500||X|X||||
220020502|||X||||
220020700||||X|||
220020701||||X|||
220020702|||||||
220020703||||X|||
220020800|||X||||
220020801|||X||||
220020802|||X||||
220021000|||X||||
220021200||X|X||||
220021201|||X||||
220021202|||X||||
220021300||X|X||||
220021301|||X||||
220021400||X|X||||
220021500|||X||||
220021501|||X||||
220021600|||X||||
220021601|||X||||
220021700|||X||||
220021800|||X||||
220021803|||X||||
220022000|||X||||
220022001|||X||||
220022100||X|X||||
220022200||X|X||||
220022300||X|X||||
220022400||||X|||
220022500|||X||||
220022501||X|X||||
220022502|||X||||
220022600||X|X||||
220022700||X|X||||
220022800|||X||||
220023000|||X||||
220023001|||X||||
220023100|||X||||
220023500||X|X||||
220023501|||X||||
220023502|||X||||
220023800|||X||||
220023801|||X||||
220023900|||X||||
220024000|||X||||
220024100|||X||||
220024101|||X||||
220024102|||X||||
220024103|||X||||
220024200|||||||
220024202|||||||
220024203|||||||
220024206|||||||
220024207|||||||
220024300|||X||||
220024301|||X||||
220024400||X|||||
220024401||X|||||
220024402||X|||||
220024403||X|||||
220024404||X|||||
220024500||X|X||||
220024502|||X||||
220024600||X|X||||
220024601|||X||||
220024602|||X||||
220024700||X|X||||
220024900||X|X||||
220025000||X|X||||
220025100|||X||||
220025300|||X||||
220025301|||X||||
220025302|||X||||
220025400|||X||||
220025401|||X||||
220025402|||X||||
220025404|||X||||
220025405|||X||||
220025700|||X||||
220025800|||X||||
220025801|||X||||
220025900|||X||||
220025901|||X||||
220025902|||X||||
220025903|||X||||
220026000||X|X||||
220026100|||X||||
220026101|||X||||
220026102|||X||||
220026200||||X|X||
220026300||X|X||||
220026600|||X||||
220026601|||X||||
220026602|||X||||
220026603|||X||||
220026604|||X||||
220026605|||X||||
220026900||||X|||
220027000|||X||||
220027200||||X|||
220027300|||X||||
220027500|||X||||
220027501|||X||||
220027700||X|||||
220027701||X|||||
220027702||X|||||
220027800|||X||||
220027900|||||||
220027901|||||||
220027902|||||||
220027903|||||||
220027904|||||||
220027905|||||||
220027906|||||||
220028400|||X||||
220028500||X|X||||
220028600||X|||||
220028700||X|||||
220028701||X|||||
220028800||||X|X||
220028900|||X||||
220029000||X|X||||
220029100|||X||||
220029200||X|X||||
220029300|||X||||
220029400||||||X|
220029401||||||X|
220029402||||||X|
220029403||||||X|
220029500||X|X||||
220029700||X|X||||
220029800||X|X||||
220029900||X|||||
220030000||X|||||
220030100|||X||||
220030200|||||||
220030201|||||||
220030203|||||||
220030204|||||||
220030300|||X||||
220030400||X|X||||
220030500|||X||||
220030600|||X||||
220030601|||X||||
220030700||X|X||||
220030701|||X||||
220030800|||X||||
220030801|||X||||
220030900||X|X||||
220031000||X|X||||
220031100||X|X||||
220031200||X|X||||
220031300|||X||||
220031301|||X||||
220031400||X|X||||
220031401|||X||||
220031500||X|X||||
220031600|||X||||
220031700|||X||||
220031800|||X||||
220031900||X|X||||
220032000|||X||||
220032200|||X||||
220032300|||X||||
220032500|||X||||
220032501|||X||||
220032600|||X||||
220032800|||X||||
220032900||X|||||
220032901||X|||||
220032902||X|||||
220033000|||||||
220033001|||||||
220033002|||||||
220033003|||||||
220033200|||X||||
220033201|||X||||
220033300||||X|||
220033400|||X||||
220033500|||X||||
220033600|||||||
220033601|||||||
220033602|||||||
220033604|||||||
220033700|||X||||
220033800||X|||||
220033801||X|||||
220033802||X|||||
220033900||||||X|
220034000|||X||||
220034100|||X||||
220034102|||X||||
220034200|||X||||
220034300|||X||||
220034400|||X||||
220034401|||X||||
220034600||X|X||||
220034800||X|X||||
220035100||X|X||||
220035101|||X||||
220035200||X|X||||
220035201||X|X||||
220035202|||X||||
220035300||X|X||||
220035500|||X||||
220035600||X|X||||
220035700|||X||||
220035800|||X||||
220035900||X|X||||
220036000||X|X||||
220036100|||X||||
220036200|||X||||
220036300|||X||||
220036301|||X||||
220036500||X|X||||
220036600||X|X||||
220036800||X|X||||
220036900||X|X||||
220036901|||X||||
220037000||X|X||||
220037100|||X||||
220037300|||X||||
220037400|||X||||
220037500|||X||||
220037501|||X||||
220037600|||X||||
220037601|||X||||
220037700||X|X||||
220037800|||X||||
220037900|||X||||
220038000|||X||||
220038100||X|X||||
220038300||X|X||||
220038500||X|X||||
220038600|||X||||
220038700|||X||||
220038701|||X||||
220038702|||X||||
220038800|||X||||
220038900||X|||||
220038901||X|||||
220038902||X|||||
220038903||X|||||
220039000||X|||||
220039001||X|||||
220039100|||X||||
220039200||X|||||
220039300|||||||
220039301|||||||
220039303|||||||
220039304|||||||
220039305|||||||
220039307|||||||
220039308|||||||
220039400|||X||||
220039700|||X||||
220039900||X|X||||
220040100||X|X||||
220040200|||X||||
220040300|||X||||
220040400||X|X||||
220040500|||X||||
220040700|||X||||
220041000||X|X||||
220041100|||X||||
220041200|||X||||
220041300||X|X||||
220041400|||X||||
220041500||X|X||||
220041600|||X||||
220041700||X|X||||
220041900|||X||||
220041901|||X||||
220042000||||||X|
220042100||X|||||
220042101||X|||||
220042103||X|||||
220042200|||||||
220042201|||||||
220042300||X|X||||
220042301|||X||||
220042400||X|X||||
220042401|||X||||
220042600|||X||||
220042601|||X||||
220042800|||X||||
220042900||X|||||
220042901||X|||||
220042902||X|||||
220042903||X|||||
220043000||||X|||
220043001||||X|||
220043100|||||||
220043103|||||||
220043105|||||||
220043107|||||||
220043110|||||||
220043111|||||||
220043112|||||||
220043200|||||||
220043201|||||||
220043206|||||||
220043207|||||||
220043208|||||||
220043300||X|||||
220043400||X|||||
220043500||X|||||
220043600||X|X||||
220043700||X|X||||
220043800||X|X||||
220043801|||X||||
220043900||X|X||||
220044000|||X||||
220044100|||X||||
220044300||X|||||
220044301||X|||||
220044400||X|X||||
220044500|||X||||
220044600|||X||||
220044700||X|||||
220044701||X|||||
220044900||X|X||||
220045000||X|X||||
220045100|||X||||
220045101|||X||||
220045102|||X||||
220045103|||X||||
220045300||X|||||
220045400||||X|||
220045500|||||||
220045501|||||||
220045502|||||||
220045600|||X||||
220045700|||X||||
220045800||X|||||
220045900||||X|||
220046000|||||||
220046100||X|X||||
220046101|||X||||
220046200|||X||||
220046300|||X||||
220046301|||X||||
220046500|||X||||
220046600|||||||
220046601|||||||
220046602|||||||
220046603|||||||
220046800||X|||||
220046900|||X||||
220047000|||X||||
220047100||X|||||
220047200||X|X||||
220047300||X|X||||
220047400|||||||
220047500||X|||||
220047501||X|||||
220047502||X|||||
220047600|||X||||
220047700||X|X||||
220047900||X|X||||
220048000|||X||||
220048001|||X||||
220048100|||X||||
220048101|||X||||
220048102|||X||||
220048300|||X||||
220048400||X|X||||
220048600||X|X||||
220048601|||X||||
220048700||X|X||||
220048701|||X||||
220049100||X|X||||
220049101|||X||||
220049102|||X||||
220049400|||X||||
220049500|||X||||
220049600|||X||||
220049700|||X||||
220049800|||X||||
220049900||X|X||||
220049901|||X||||
220050000||X|X||||
220050001|||X||||
220050100||X|X||||
220050200|||X||||
220050400|||||||
220050401|||||||
